,0
1072,Garmin fēnix 3
1073,
1074,Garmin fēnix 3
1075,Garmin Forerunner 235
1076,Suunto Ambit3 Sport
1077,Garmin Forerunner 235
1078,TomTom
1079,
1080,Garmin Forerunner 35
1081,Garmin Forerunner 235
1082,Garmin Forerunner 935
1083,Polar V800
1084,Garmin Forerunner 735XT
1085,
1086,Garmin fēnix 3
1087,TomTom
1088,
1089,Garmin Forerunner 920XT
1090,Garmin Forerunner 935
1091,Suunto Spartan Ultra
1092,TomTom
1093,Garmin Forerunner 230
1094,Garmin fēnix 3
1095,Garmin Forerunner 910XT
1096,Suunto Ambit3 Sport
1097,TomTom
1098,Suunto Ambit2
1099,Garmin fēnix 5
1100,Garmin Forerunner 235
1101,Garmin fēnix 5S
1102,Garmin Forerunner 935
1103,Suunto Ambit3 Sport
1104,Suunto Ambit2
1105,Garmin Forerunner 225
1106,Garmin Forerunner 920XT
1107,Garmin Forerunner 935
1108,
1109,Garmin Forerunner 35
1110,Garmin fēnix 3
1111,
1112,
1113,
1114,
1115,
1116,
1117,
1118,
1119,
1120,
1121,
1122,
1123,
1124,
1125,
1126,
1127,
1128,
1129,
1130,
1131,
1132,
1133,
1134,
1135,
1136,
1137,
1138,
1139,
1140,
1141,
1142,
1143,
1144,
1145,
1146,
1147,
1148,
1149,
1150,
1151,
1152,
1153,
1154,
1155,
1156,
1157,
1158,
1159,
1160,
1161,
1162,
1163,
1164,
1165,
1166,
1167,
1168,
1169,
1170,
1171,
1172,
1173,
1174,
1175,
1176,
1177,
1178,
1179,
1180,
1181,
1182,
1183,
1184,Garmin Forerunner 735XT
1185,Garmin fēnix 3
1186,Garmin Forerunner 920XT
1187,Garmin fēnix 3
1188,Garmin fēnix 3
1189,Garmin Forerunner 230
1190,Suunto Trainer Wrist HR
1191,Garmin Vívoactive HR
1192,Suunto Ambit3 Run
1193,Garmin Forerunner 235
1194,Suunto Spartan Sport Wrist HR
1195,Suunto Ambit3 Sport
1196,Garmin fēnix 5
1197,Garmin Forerunner 645
1198,Garmin fēnix 5
1199,Garmin Forerunner 230
1200,
1201,Garmin Forerunner 235
1202,Garmin fēnix 3
1203,Garmin Forerunner 935
1204,Garmin Forerunner 235
1205,TomTom
1206,Garmin fēnix 5S
1207,Garmin Forerunner 610
1208,Suunto Spartan Sport
1209,Garmin fēnix 5X
1210,Garmin Forerunner 235
1211,Garmin Forerunner 230
1212,Polar V800
1213,Garmin Forerunner 230
1214,Garmin Forerunner 235
1215,Polar V800
1216,Polar V800
1217,
1218,Garmin Forerunner 220
1219,Garmin fēnix 3
1220,
1221,COROS APEX
1222,Garmin fēnix 3
1223,Garmin Forerunner 235
1224,Garmin Forerunner 935
1225,Garmin Forerunner 235
1226,Garmin fēnix 3
1227,Garmin Forerunner 735XT
1228,Garmin fēnix 3
1229,Garmin fēnix 5 Plus
1230,Polar M400
1231,Polar M400
1232,Garmin fēnix 5X
1233,Garmin Forerunner 235
1234,Garmin Forerunner 235
1235,Huami Amazfit Pace
1236,Suunto Spartan Sport Wrist HR
1237,Garmin Forerunner 735XT
1238,Garmin Forerunner 235
1239,Suunto Ambit3 Sport
1240,
1241,Garmin fēnix 3
1242,
1243,Garmin Forerunner 935
1244,Garmin Forerunner 235
1245,Garmin Forerunner 920XT
1246,Garmin fēnix 3
1247,Garmin Forerunner 910XT
1248,Polar Vantage V
1249,Garmin Forerunner 225
1250,Garmin fēnix Chronos
1251,Garmin Forerunner 620
1252,Garmin fēnix 3
1253,Garmin fēnix 3
1254,Garmin Forerunner 735XT
1255,Garmin fēnix 5
1256,Garmin Vívoactive
1257,Garmin fēnix 5 Plus
1258,Garmin fēnix 3
1259,Garmin Forerunner 235
1260,Garmin Forerunner 235
1261,
1262,Garmin Forerunner 920XT
1263,Garmin fēnix 3
1264,Garmin Forerunner 220
1265,Garmin Forerunner 235
1266,Garmin Forerunner 920XT
1267,Garmin Forerunner 630
1268,Garmin Forerunner 920XT
1269,Polar M400
1270,Garmin fēnix 3
1271,Garmin fēnix 3
1272,Polar M400
1273,Garmin fēnix 5S
1274,
1275,Garmin Forerunner 735XT
1276,Garmin Forerunner 230
1277,Garmin fēnix 3
1278,Garmin fēnix 5X
1279,Garmin Forerunner 35
1280,Garmin Forerunner 230
1281,Suunto Spartan Ultra
1282,Garmin fēnix 5X Plus
1283,Garmin fēnix 5
1284,Suunto Ambit3 Sport
1285,Polar Vantage V
1286,Suunto Ambit3 Sport
1287,Garmin Forerunner 235
1288,Garmin fēnix 5
1289,Garmin fēnix 5
1290,Garmin Forerunner 935
1291,Garmin fēnix 5 Plus
1292,Garmin Forerunner 620
1293,Garmin fēnix 3
1294,Garmin Forerunner 920XT
1295,Suunto Ambit2 S
1296,Garmin Forerunner 920XT
1297,TomTom
1298,Garmin Edge 500
1299,"<a href=""/mobile"">Strava iPhone App</a>"
1300,Polar Vantage M
1301,Suunto
1302,Garmin Forerunner 25
1303,Garmin fēnix 5X
1304,Garmin Forerunner 920XT
1305,Garmin fēnix 3
1306,"<a href=""/mobile"">Strava iPhone App</a>"
1307,Garmin fēnix 5X
1308,
1309,Polar M430
1310,Garmin fēnix 3
1311,Suunto Spartan Sport
1312,Polar M400
1313,Garmin Forerunner 620
1314,Garmin Forerunner 620
1315,Polar M430
1316,Garmin Forerunner 735XT
1317,Garmin Forerunner 225
1318,
1319,Garmin Forerunner 935
1320,Garmin Forerunner 235
1321,"<a href=""/mobile"">Strava Android App</a>"
1322,Garmin fēnix 5
1323,Garmin fēnix 5
1324,
1325,Garmin Forerunner 920XT
1326,Suunto Spartan Ultra
1327,Suunto Ambit3 Vertical
1328,Garmin fēnix 3
1329,Garmin fēnix 3
1330,Suunto 9
1331,Garmin fēnix 5
1332,"<a href=""/mobile"">Strava iPhone App</a>"
1333,Garmin Forerunner 935
1334,Suunto Spartan Sport Wrist HR
1335,Garmin fēnix 5
1336,Garmin Forerunner 230
1337,Garmin fēnix 3
1338,Garmin Forerunner 735XT
1339,Garmin fēnix 3
1340,
1341,Garmin Forerunner 910XT
1342,Garmin fēnix 2
1343,Garmin Forerunner 220
1344,Garmin fēnix 5
1345,Garmin Forerunner 920XT
1346,Garmin Forerunner 235
1347,Garmin fēnix 5
1348,Garmin Forerunner 35
1349,Suunto Trainer Wrist HR
1350,TomTom
1351,Garmin fēnix 5
1352,Suunto Spartan Sport Wrist HR
1353,Garmin Forerunner 25
1354,Garmin fēnix 5
1355,Garmin Forerunner 235
1356,Garmin Forerunner 310XT
1357,Samsung Gear S3 Frontier
1358,Garmin fēnix 3
1359,Garmin Forerunner 910XT
1360,Garmin fēnix 3
1361,Garmin Forerunner 920XT
1362,TomTom
1363,Suunto Trainer Wrist HR
1364,Suunto Ambit3 Sport
1365,Garmin Forerunner 735XT
1366,Suunto Ambit3 Sport
1367,Polar M430
1368,TomTom
1369,Garmin Instinct
1370,Garmin Forerunner 920XT
1371,
1372,Polar V800
1373,Garmin fēnix 5S Plus
1374,
1375,Suunto Ambit3 Sport
1376,Suunto Ambit3 Sport
1377,Garmin vívoactive 3
1378,Garmin Forerunner 735XT
1379,Garmin Forerunner 235
1380,Garmin Forerunner 735XT
1381,Garmin Forerunner 220
1382,
1383,
1384,Garmin fēnix 3
1385,
1386,"<a href=""/apple-watch"">Apple Watch Series 3</a>"
1387,Garmin Forerunner 235
1388,Garmin Forerunner 235
1389,Garmin fēnix 5S
1390,Suunto Spartan Ultra
1391,
1392,
1393,
1394,Garmin fēnix 5X
1395,Suunto Trainer Wrist HR
1396,Garmin Forerunner 235
1397,Garmin fēnix 3
1398,TomTom
1399,Garmin fēnix 5
1400,Garmin Forerunner 235
1401,Polar M430
1402,Polar V800
1403,Polar M400
1404,Garmin fēnix 3
1405,Garmin Forerunner 235
1406,Huami Amazfit Pace
1407,Garmin Forerunner 735XT
1408,Garmin Forerunner 920XT
1409,Polar M400
1410,Garmin fēnix 5
1411,Garmin Forerunner 920XT
1412,Garmin fēnix 5
1413,Garmin fēnix 3
1414,Polar M400
1415,TomTom
1416,Garmin fēnix 2
1417,Garmin Forerunner 920XT
1418,
1419,Garmin fēnix 3
1420,Garmin Forerunner 910XT
1421,Garmin Forerunner 910XT
1422,Garmin Forerunner 645 Music
1423,Garmin fēnix 5
1424,Suunto 9
1425,Garmin fēnix 5X
1426,Garmin Forerunner 235
1427,Suunto 9
1428,TomTom
1429,Garmin Forerunner 920XT
1430,Garmin Forerunner 735XT
1431,Polar M400
1432,Garmin fēnix 3
1433,Garmin Forerunner 935
1434,TomTom
1435,Garmin Forerunner 235
1436,Garmin fēnix 5 Plus
1437,Garmin Forerunner 35
1438,Garmin Forerunner 235
1439,Garmin Forerunner 235
1440,Garmin Forerunner 25
1441,Garmin fēnix 3
1442,Garmin Forerunner 920XT
1443,"<a href=""/android-wear"">Android Wear</a>"
1444,Garmin Forerunner 910XT
1445,Huami Amazfit Pace
1446,Garmin Forerunner 230
1447,Garmin Forerunner 35
1448,Garmin fēnix 5S
1449,Polar M400
1450,Garmin fēnix 5
1451,Garmin Forerunner 935
1452,Garmin Forerunner 235
1453,Garmin Forerunner 610
1454,Garmin fēnix 3
1455,Garmin fēnix 3
1456,Huami Amazfit Pace
1457,
1458,Garmin fēnix 3
1459,Garmin fēnix 3
1460,"<a href=""/mobile"">Strava Android App</a>"
1461,Garmin Forerunner 230
1462,
1463,Garmin Forerunner 920XT
1464,Garmin fēnix 5
1465,Garmin fēnix 3
1466,"<a href=""/apple-watch"">Apple Watch Series 3</a>"
1467,Polar M200
1468,Garmin vívoactive 3
1469,Garmin Forerunner 410
1470,Suunto Ambit3 Run
1471,Garmin Forerunner 735XT
1472,
1473,Garmin fēnix 5
1474,Garmin fēnix 5 Plus
1475,Polar M400
1476,Garmin fēnix 5
1477,Garmin Forerunner 235
1478,Garmin Vívoactive HR
1479,
1480,Garmin Forerunner 735XT
1481,Suunto 9
1482,Polar M430
1483,Polar M430
1484,Garmin Forerunner 735XT
1485,Garmin Forerunner 235
1486,Garmin Forerunner 935
1487,Garmin Forerunner 920XT
1488,Huami Amazfit Pace
1489,Garmin Forerunner 235
1490,Garmin Forerunner 645
1491,Garmin Forerunner 920XT
1492,Garmin fēnix 5S
1493,"<a href=""/mobile"">Strava Android App</a>"
1494,"<a href=""/mobile"">Strava iPhone App</a>"
1495,
1496,
1497,Garmin Forerunner 230
1498,Garmin Forerunner 920XT
1499,Garmin Forerunner 630
1500,Garmin Forerunner 735XT
1501,Garmin Forerunner 935
1502,Garmin Forerunner 235
1503,Suunto 9
1504,"<a href=""/mobile"">Strava iPhone App</a>"
1505,Garmin fēnix 5X
1506,Polar V800
1507,Garmin Forerunner 10
1508,Suunto Ambit3 Sport
1509,Garmin Forerunner 235
1510,
1511,Suunto Spartan Sport
1512,Fitbit Ionic
1513,Garmin fēnix 5
1514,Garmin fēnix 3
1515,
1516,Garmin fēnix 3
1517,Garmin fēnix 5
1518,Garmin Forerunner 935
1519,Garmin fēnix 3
1520,Polar M400
1521,Garmin Forerunner 235
1522,Suunto Trainer Wrist HR
1523,Garmin fēnix 3
1524,TomTom
1525,Garmin vívoactive 3
1526,Garmin fēnix 5X Plus
1527,Suunto 9
1528,Garmin Forerunner 935
1529,Garmin Forerunner 935
1530,Suunto Ambit3 Sport
1531,Suunto Ambit3 Sport
1532,Garmin Forerunner 230
1533,Garmin Forerunner 735XT
1534,
1535,Garmin Forerunner 920XT
1536,Garmin Forerunner 220
1537,Suunto Spartan Sport Wrist HR Baro
1538,Garmin Forerunner 735XT
1539,Garmin fēnix 3
1540,
1541,Garmin Forerunner 735XT
1542,Garmin Forerunner 645 Music
1543,Garmin Forerunner 235
1544,Garmin Forerunner 235
1545,Suunto 9
1546,Suunto Ambit2 S
1547,Garmin fēnix 3
1548,
1549,Garmin Forerunner 935
1550,TomTom
1551,Garmin fēnix 3
1552,Garmin Forerunner 235
1553,
1554,Garmin Forerunner 35
1555,Suunto Spartan Sport Wrist HR
1556,Suunto Ambit2 S
1557,Polar M400
1558,Garmin fēnix 5
1559,
1560,Garmin Forerunner 235
1561,Garmin Forerunner 225
1562,
1563,Garmin fēnix 3
1564,Garmin fēnix 2
1565,"<a href=""/apple-watch"">Apple Watch Series 3</a>"
1566,
1567,"<a href=""/mobile"">Strava Android App</a>"
1568,"<a href=""/apple-watch"">Apple Watch Series 3</a>"
1569,Garmin fēnix 5
1570,Suunto Ambit3 Run
1571,Garmin fēnix 3
1572,
1573,Garmin fēnix 5
1574,
1575,Garmin fēnix 3
1576,Garmin Forerunner 235
1577,Garmin fēnix 5 Plus
1578,Garmin Forerunner 735XT
1579,
1580,Garmin Forerunner 920XT
1581,Suunto Ambit3 Peak
1582,Garmin fēnix 3
1583,Garmin fēnix 3
1584,Garmin fēnix 3
1585,
1586,Suunto Spartan Ultra
1587,
1588,Garmin Forerunner 735XT
1589,Garmin Forerunner 735XT
1590,Polar V800
1591,
1592,Polar M460
1593,Garmin fēnix 5 Plus
1594,Suunto Trainer Wrist HR
1595,Garmin Forerunner 920XT
1596,Suunto Spartan Sport Wrist HR
1597,Suunto Ambit3 Sport
1598,Garmin Forerunner 235
1599,Garmin Forerunner 235
1600,Suunto Spartan Sport Wrist HR
1601,Polar Vantage M
1602,Garmin fēnix 5S Plus
1603,Garmin Forerunner 235
1604,"<a href=""/apple-watch"">Apple Watch Series 2</a>"
1605,Suunto Ambit3 Sport
1606,
1607,Polar Vantage V
1608,
1609,Suunto Spartan Sport Wrist HR
1610,Garmin Forerunner 235
1611,Garmin Forerunner 235
1612,Garmin Forerunner 235
1613,Polar M430
1614,Garmin fēnix 5
1615,Garmin Forerunner 230
1616,Garmin Forerunner 225
1617,
1618,Garmin Forerunner 235
1619,Suunto Spartan Sport
1620,Huami Amazfit Pace
1621,Garmin fēnix 5S
1622,Garmin Forerunner 235
1623,Garmin Forerunner 235
1624,Garmin Forerunner 230
1625,Garmin Forerunner 735XT
1626,Garmin fēnix 5
1627,Garmin Forerunner 235
1628,Garmin Forerunner 935
1629,Garmin Forerunner 235
1630,Garmin Forerunner 235
1631,Garmin Forerunner 735XT
1632,Garmin fēnix 3
1633,TomTom
1634,Suunto Ambit3 Run
1635,Garmin fēnix 5
1636,Garmin Forerunner 735XT
1637,Garmin fēnix 5X
1638,Garmin Forerunner 935
1639,Suunto Ambit
1640,Garmin Forerunner 235
1641,"<a href=""/mobile"">Strava Android App</a>"
1642,Garmin fēnix 5X
1643,Garmin Forerunner 220
1644,Garmin Forerunner 630
1645,Garmin Forerunner 935
1646,TomTom
1647,Suunto 9
1648,Garmin Forerunner 235
1649,Garmin Forerunner 235
1650,Garmin fēnix 3
1651,Garmin Forerunner 235
1652,Garmin Forerunner 235
1653,
1654,
1655,Garmin Forerunner 235
1656,
1657,Suunto Ambit3 Peak
1658,"<a href=""/mobile"">Strava iPhone App</a>"
1659,Polar Vantage V
1660,Garmin Forerunner 935
1661,Garmin fēnix 5
1662,Garmin Forerunner 735XT
1663,
1664,Garmin vívoactive 3
1665,Garmin Forerunner 645 Music
1666,Garmin fēnix 5X Plus
1667,
1668,Garmin Forerunner 235
1669,Garmin Forerunner 235
1670,Garmin fēnix 3
1671,Polar M430
1672,Garmin fēnix 5X Plus
1673,Polar M400
1674,Garmin fēnix 5
1675,Garmin Forerunner 920XT
1676,TomTom
1677,Garmin fēnix 5
1678,Garmin Forerunner 235
1679,
1680,TomTom
1681,Garmin Forerunner 735XT
1682,Garmin fēnix 5S
1683,Garmin Forerunner 235
1684,Garmin vívoactive 3
1685,Garmin Forerunner 735XT
1686,Garmin fēnix 5S
1687,Garmin Forerunner 735XT
1688,Suunto Trainer Wrist HR
1689,Suunto Spartan Sport Wrist HR
1690,Garmin fēnix 5X Plus
1691,Garmin fēnix 3
1692,"<a href=""/mobile"">Strava Android App</a>"
1693,"<a href=""/mobile"">Strava Android App</a>"
1694,
1695,Garmin Forerunner 735XT
1696,Garmin fēnix 5
1697,Garmin Forerunner 935
1698,Garmin Forerunner 735XT
1699,
1700,Garmin Forerunner 735XT
1701,Garmin Forerunner 235
1702,Garmin Forerunner 735XT
1703,"<a href=""/apple-watch"">Apple Watch Series 2</a>"
1704,Polar M400
1705,Garmin Forerunner 235
1706,
1707,Garmin Forerunner 735XT
1708,Polar M400
1709,
1710,Garmin Vívoactive HR
1711,Garmin fēnix 3
1712,Garmin fēnix 5X
1713,Garmin Forerunner 735XT
1714,Garmin fēnix 5
1715,Garmin Forerunner 25
1716,Suunto 9
1717,
1718,Suunto Ambit2
1719,Garmin Forerunner 935
1720,Suunto Ambit3 Peak
1721,Garmin Forerunner 735XT
1722,Garmin fēnix 3
1723,Garmin Forerunner 610
1724,Garmin Forerunner 910XT
1725,"<a href=""/mobile"">Strava iPhone App</a>"
1726,"<a href=""/mobile"">Strava Android App</a>"
1727,
1728,Garmin Forerunner 620
1729,Garmin Forerunner 645 Music
1730,Garmin Forerunner 920XT
1731,Suunto Ambit3 Sport
1732,Garmin Forerunner 235
1733,Garmin Forerunner 735XT
1734,Garmin Forerunner 220
1735,Garmin fēnix 5 Plus
1736,Polar
1737,Garmin Forerunner 35
1738,Garmin Forerunner 735XT
1739,Garmin Forerunner 235
1740,Garmin fēnix 5
1741,Garmin vívoactive 3
1742,Garmin fēnix 3
1743,Polar Vantage V
1744,TomTom
1745,Garmin Forerunner 220
1746,Garmin Forerunner 235
1747,Garmin Forerunner 620
1748,Garmin Forerunner 235
1749,Garmin Forerunner 645 Music
1750,"<a href=""/mobile"">Strava iPhone App</a>"
1751,Garmin Forerunner 230
1752,Garmin Forerunner 10
1753,Garmin fēnix 3
1754,Garmin Forerunner 920XT
1755,Garmin Forerunner 630
1756,Garmin Forerunner 735XT
1757,Garmin Forerunner 35
1758,Garmin Forerunner 235
1759,Garmin Forerunner 230
1760,Garmin Forerunner 735XT
1761,Garmin Forerunner 645 Music
1762,Garmin Forerunner 15
1763,
1764,Suunto Spartan Ultra
1765,Garmin Forerunner 310XT
1766,"<a href=""/mobile"">Strava iPhone App</a>"
1767,
1768,Garmin vívoactive 3 Music
1769,Garmin fēnix 5
1770,Garmin fēnix 3
1771,Garmin Forerunner 220
1772,Garmin fēnix 3
1773,
1774,Garmin Forerunner 935
1775,
1776,Garmin Forerunner 110
1777,Garmin Forerunner 935
1778,Garmin Forerunner 235
1779,Garmin Forerunner 230
1780,Garmin Forerunner 235
1781,Suunto Ambit3 Peak
1782,Polar M400
1783,Garmin Forerunner 935
1784,Garmin Forerunner 935
1785,Garmin Forerunner 935
1786,
1787,Garmin Forerunner 735XT
1788,Garmin Forerunner 935
1789,Garmin Forerunner 620
1790,"<a href=""/mobile"">Strava iPhone App</a>"
1791,Garmin Forerunner 735XT
1792,Suunto Ambit3 Sport
1793,Suunto Ambit3 Sport
1794,Garmin fēnix 3
1795,Suunto Ambit3 Vertical
1796,
1797,Suunto Ambit3 Run
1798,Garmin Forerunner 35
1799,Garmin Forerunner 35
1800,Garmin Forerunner 735XT
1801,Polar V800
1802,Garmin vívoactive 3 Music
1803,
1804,Garmin Forerunner 235
1805,Garmin Forerunner 235
1806,Garmin Forerunner 920XT
1807,Garmin Forerunner 920XT
1808,Garmin vívoactive 3
1809,Garmin Forerunner 235
1810,Garmin Forerunner 235
1811,Garmin Forerunner 935
1812,Huami Amazfit Pace
1813,TomTom
1814,Garmin fēnix 5
1815,Garmin Forerunner 15
1816,Garmin Forerunner 935
1817,
1818,Suunto Trainer Wrist HR
1819,Suunto Ambit3 Sport
1820,
1821,Suunto Ambit3 Peak
1822,Suunto Ambit3 Peak
1823,Garmin Forerunner 645
1824,
1825,Garmin fēnix 5
1826,Garmin fēnix 5
1827,Polar M430
1828,"<a href=""/apple-watch"">Apple Watch Series 3</a>"
1829,Garmin Forerunner 25
1830,Garmin Forerunner 645 Music
1831,
1832,Suunto Spartan Sport
1833,Polar V800
1834,Garmin Forerunner 230
1835,Garmin fēnix 5
1836,
1837,Garmin Forerunner 235
1838,
1839,Garmin fēnix 5
1840,Garmin fēnix 5
1841,Garmin Forerunner 735XT
1842,Garmin Forerunner 25
1843,Garmin fēnix 5 Plus
1844,Garmin Forerunner 235
1845,
1846,Garmin fēnix 3
1847,Garmin Forerunner 645 Music
1848,Garmin fēnix 3
1849,Garmin Forerunner 920XT
1850,Polar M400
1851,Polar M430
1852,Garmin Forerunner 235
1853,Garmin fēnix 3
1854,Huami Amazfit Sports Watch
1855,Garmin Forerunner 630
1856,"<a href=""/mobile"">Strava iPhone App</a>"
1857,Garmin Forerunner 735XT
1858,
1859,Garmin Forerunner 235
1860,
1861,Suunto Spartan Sport
1862,Garmin fēnix 3
1863,Suunto Ambit3 Run
1864,Garmin Forerunner 235
1865,
1866,Garmin Forerunner 920XT
1867,Polar
1868,
1869,
1870,Garmin fēnix 5
1871,
1872,TomTom
1873,Garmin fēnix 2
1874,TomTom
1875,Garmin fēnix 3
1876,Garmin Forerunner 935
1877,Garmin Forerunner 235
1878,
1879,Garmin Forerunner 235
1880,Garmin fēnix 5X Plus
1881,Suunto Spartan Sport
1882,Garmin Forerunner 935
1883,Garmin Forerunner 645 Music
1884,Garmin Forerunner 235
1885,Garmin Forerunner 630
1886,Garmin fēnix 3
1887,Garmin Forerunner 735XT
1888,Garmin Forerunner 230
1889,Suunto Ambit3 Sport
1890,Garmin Forerunner 235
1891,Garmin Forerunner 935
1892,Garmin fēnix 5
1893,Garmin fēnix 5
1894,
1895,
1896,Garmin Forerunner 735XT
1897,Garmin Forerunner 910XT
1898,"<a href=""/mobile"">Strava iPhone App</a>"
1899,
1900,Garmin Forerunner 235
1901,Garmin fēnix 5
1902,Polar M430
1903,Garmin Forerunner 235
1904,Suunto Trainer Wrist HR
1905,
1906,"<a href=""/mobile"">Strava Android App</a>"
1907,Garmin Forerunner 735XT
1908,Polar M430
1909,Garmin fēnix 5S
1910,"<a href=""/mobile"">Strava Android App</a>"
1911,Garmin fēnix 2
1912,Garmin fēnix 3
1913,
1914,"<a href=""/mobile"">Strava iPhone App</a>"
1915,Garmin Forerunner 935
1916,Garmin fēnix 5X
1917,Huami Amazfit Pace
1918,vívosmart HR+
1919,Suunto Ambit2 S
1920,TomTom
1921,Garmin Forerunner 735XT
1922,Garmin Forerunner 735XT
1923,Garmin Forerunner 220
1924,Garmin Forerunner 235
1925,
1926,Garmin fēnix 5X
1927,
1928,Garmin fēnix 3
1929,
1930,Garmin Forerunner 235
1931,Garmin fēnix 3
1932,Garmin fēnix 5
1933,Garmin Forerunner 235
1934,Garmin Forerunner 735XT
1935,Garmin fēnix 3
1936,Garmin fēnix 5
1937,Garmin fēnix 5S Plus
1938,"<a href=""/mobile"">Strava iPhone App</a>"
1939,Garmin Forerunner 230
1940,Garmin fēnix 5
1941,Garmin Forerunner 220
1942,Suunto Ambit3 Sport
1943,Garmin Forerunner 220
1944,Suunto Ambit3 Sport
1945,Garmin Vívoactive
1946,Garmin Forerunner 235
1947,Garmin Vívoactive HR
1948,
1949,
1950,Garmin Forerunner 235
1951,Garmin Forerunner 235
1952,Garmin Forerunner 920XT
1953,Suunto Ambit3 Sport
1954,Garmin Forerunner 920XT
1955,Suunto Spartan Sport Wrist HR Baro
1956,Garmin fēnix 3
1957,Garmin fēnix 3
1958,Suunto Spartan Ultra
1959,Garmin fēnix 5
1960,Garmin fēnix 5
1961,Garmin fēnix 5
1962,
1963,Suunto Ambit3 Sport
1964,Garmin fēnix 3
1965,Polar M400
1966,
1967,Garmin Forerunner 235
1968,Garmin Forerunner 235
1969,Polar Vantage V
1970,Garmin Forerunner 235
1971,Polar Vantage M
1972,
1973,
1974,TomTom
1975,Polar M430
1976,Garmin Forerunner 920XT
1977,Polar V800
1978,Garmin Forerunner 935
1979,Garmin Forerunner 935
1980,Garmin fēnix 3
1981,Garmin Forerunner 235
1982,Garmin Forerunner 210
1983,Garmin Forerunner 210
1984,Garmin Forerunner 35
1985,TomTom
1986,Garmin Forerunner 735XT
1987,Garmin Forerunner 235
1988,Garmin fēnix 3
1989,Garmin Forerunner 235
1990,Garmin fēnix 5X
1991,Garmin fēnix 5S Plus
1992,"<a href=""/mobile"">Strava iPhone App</a>"
1993,
1994,Garmin Forerunner 935
1995,Garmin fēnix 3
1996,Garmin fēnix 5
1997,Garmin Forerunner 235
1998,TomTom
1999,
2000,Garmin Forerunner 235
2001,Garmin fēnix 5
2002,Garmin Forerunner 935
2003,
2004,Garmin fēnix 5
2005,Polar M430
2006,Garmin Forerunner 735XT
2007,Garmin fēnix 3
2008,Polar M400
2009,Garmin Forerunner 220
2010,"<a href=""/mobile"">Strava Android App</a>"
2011,Polar V800
2012,Garmin fēnix 3
2013,Garmin Forerunner 735XT
2014,Garmin Forerunner 935
2015,Garmin fēnix 5
2016,Garmin Forerunner 220
2017,"<a href=""/mobile"">Strava iPhone App</a>"
2018,Garmin fēnix 5
2019,
2020,Garmin fēnix 5S
2021,
2022,Suunto Trainer Wrist HR
2023,Garmin fēnix 5
2024,
2025,Garmin fēnix 3
2026,Garmin fēnix 5
2027,Garmin Forerunner 935
2028,Garmin Forerunner 235
2029,Suunto Spartan Sport Wrist HR
2030,Garmin Forerunner 235
2031,Suunto Ambit3 Peak
2032,Garmin Forerunner 920XT
2033,Garmin fēnix 3
2034,Garmin Forerunner 920XT
2035,Garmin fēnix 5
2036,Suunto Ambit3 Sport
2037,Polar M430
2038,Suunto Ambit3 Peak
2039,Garmin fēnix 5
2040,
2041,"<a href=""/mobile"">Strava Android App</a>"
2042,Garmin fēnix 3
2043,
2044,Garmin Forerunner 735XT
2045,Polar M400
2046,Garmin Forerunner 235
2047,Polar M400
2048,Suunto Spartan Sport Wrist HR
2049,Garmin fēnix 3
2050,Garmin Forerunner 235
2051,Garmin fēnix 3
2052,
2053,Garmin Forerunner 735XT
2054,Garmin Forerunner 235
2055,Garmin Forerunner 735XT
2056,Garmin Forerunner 235
2057,Garmin fēnix 3
2058,Garmin Forerunner 235
2059,
2060,TomTom
2061,"<a href=""/mobile"">Strava iPhone App</a>"
2062,Garmin Forerunner 235
2063,Garmin Forerunner 910XT
2064,Garmin Forerunner 935
2065,Garmin Forerunner 920XT
2066,
2067,Garmin fēnix 3
2068,TomTom
2069,"<a href=""/apple-watch"">Apple Watch Series 2</a>"
2070,Garmin Forerunner 735XT
2071,Garmin Forerunner 235
2072,Garmin Forerunner 735XT
2073,Garmin vívoactive 3 Music
2074,
2075,
2076,Garmin Forerunner 235
2077,Garmin fēnix 5
2078,Suunto Ambit3 Peak
2079,Garmin Vívoactive
2080,"<a href=""/mobile"">Strava Android App</a>"
2081,Garmin fēnix 5
2082,Garmin Forerunner 735XT
2083,Garmin fēnix 5X
2084,Garmin fēnix 5S
2085,Garmin Forerunner 735XT
2086,
2087,Garmin Forerunner 910XT
2088,"<a href=""/mobile"">Strava iPhone App</a>"
2089,Garmin Forerunner 735XT
2090,Polar M200
2091,Garmin fēnix 3
2092,Garmin Forerunner 735XT
2093,Garmin Forerunner 235
2094,Garmin Forerunner 235
2095,"<a href=""/mobile"">Strava iPhone App</a>"
2096,
2097,Garmin Forerunner 220
2098,Garmin fēnix 3
2099,Garmin Vívoactive HR
2100,Garmin Forerunner 35
2101,Polar M400
2102,TomTom
2103,Polar M400
2104,TomTom
2105,Garmin Forerunner 35
2106,Garmin fēnix 3
2107,Suunto Ambit3 Sport
2108,Suunto Spartan Sport Wrist HR
2109,Garmin fēnix 3
2110,Garmin Forerunner 920XT
2111,Suunto Ambit3 Sport
2112,Garmin Forerunner 235
2113,Polar M430
2114,"<a href=""/mobile"">Strava iPhone App</a>"
2115,Garmin fēnix 3
2116,Garmin fēnix 5X Plus
2117,Garmin fēnix 5
2118,
2119,Garmin Forerunner 620
2120,Garmin fēnix 3
2121,Polar
2122,Garmin fēnix 5
